Gene.Name,Group4,Group1,Group4.1,Group4.2,Group1.1,Group4.3,Group4.4,Group1.2,Group4.5,Group1.3,Group1.4,Group1.5,Group4.6,Group4.7,Group4.8,Group1.6,Group1.8,Group1.9,Group1.10,Group4.9,Group1.11,Group4.10,Group1.12,Group4.11,Group1.13,Group1.14,Group1.15,Group1.16,Group1.17,Group1.18,Group4.12,Group1.19,Group4.13,Group1.20,Group4.14,Group1.21,Group4.15,Group4.16,Group4.17,Group4.18,Group1.22,Group1.23,Group1.24,Group1.25,Group1.26,Group1.27,Group4.19,Group1.28,Group1.29,Group4.20,Group1.30,Group4.21
CLU,5788076310,9908757122,8124213870,7585433030,7426119109,4894269690,5129285033,5821940684,4604698788,4344467782,3193215016,7028709667,5067751952,3640223788,8558169433,4405788439,3676334300,2960795763,2913755013,2887350167,3301265554,3111041741,2436017342,1710844900,1679288028,1430481878,1521223522,3664396464,4301629405,5268584486,8772383863,5689133852,3045722425,6059693871,6906834449,6074691836,6167278915,2377036580,3186539339,3022309355,3689831786,2783567611,5009126038,4770002259,3094135866,3208809585,3920547892,2383821956,4238800871,1806055792,4350014738,2980286277
F5,495088866.9,651466542.5,606676728.7,619879910.4,476753051,506298895,484066897.8,559982501.5,508744557,508039745.6,639730362.2,554657127.7,524437052.9,656632138.7,612039708,560457403,425820928.2,390605929.7,306531078.8,525125792.8,365095724.9,307091811.7,395432469.4,485519255.3,330294583.6,353261729.2,347123741.4,515926898.7,533321641.7,696816146.2,537636948.7,474040990.1,986517042,478257774.1,426675806.5,472129965.6,581782690,450299262,589061228.9,742064757.4,616348280.5,1405366199,507335466.9,763720638.2,524231443.6,407465417.8,471267243.2,985339996,631150217,535429610,975192960.7,862477662.7
FBLN1,381847673,186223686.9,255888218,299670217,274573809.1,223156882.1,165571984.8,286084492.9,331600713.8,244735940.2,264291701.2,205489087.9,247366642.3,186268962.1,312530112.2,215294174.6,350714888.9,171896440.4,258990932.7,203760913.5,118308238.3,166454181.9,351808456.1,215059392.3,205073590,207884869.2,207173578.2,420716203.3,304253810.7,541356257.4,279325059.3,498624898.1,303124224.2,347777616.4,303707414.9,304164321,320208318.7,304869091.8,359098697.9,339478906.2,252180912.6,431875086.9,336108056,238535647.1,368347474.1,425195202.4,366803826.3,359831294.8,472533384.6,399397714.4,919482523,664852585.4
APOE,2887567080,5750814953,6440120160,7699875856,3961380819,5347930685,7582661968,3687322960,5282673848,2055851008,3408967576,2804320050,5202761847,4230905999,2906496565,2658426632,1991473288,1607756642,2564152203,2785853861,2241946326,2436938142,1476497033,1569307328,2804833508,2518216188,3005662467,1816725391,1557963442,4811487662,4080283657,2345185926,2968313558,2558531230,5755558554,3172498893,1672606569,3121241607,5835596984,3668305999,8361402291,2430926868,1663479876,1923479172,2553099677,2445736844,3478273279,3274179256,2388435314,3083949999,1539903567,3129951793
X1,853077858.6,371296575.3,472328950.2,371151114.3,497885923.5,679937970,485227460.2,425148765.4,466580908.8,449409199.5,824530786.5,521143573.9,581010647.7,809303871,888143309.8,405365495.4,652313570.9,629839806.7,494645673.5,663507791.3,477318435.6,520174927.5,511640432.2,490820188.2,620407249.3,691635871,452548693.3,710729707.3,661011941.4,751294461.9,400327973.8,341032284.1,577215181,497730181.5,340056980.2,704244824.3,399630847.9,490624782.3,742572273.6,790674248.9,412795515,732253949.4,546356935.5,550889334.4,646684547.3,803125318.9,476041666.8,589404118.9,615271980.2,905736720.5,1154932626,495779160.1
PROS1,427324672,271818242.4,251945353.4,253194074.7,362867937.1,381112007.1,360673443.1,401144139,330692176.6,377282939.5,543960072.8,580761765.2,335825534.6,1185119856,358015135.5,320480758.7,673472828.9,406825046.5,213055564.5,213071742.4,197601863.5,426388665.3,467838754.5,394828787.9,409991709,371742497,258688356.5,523735977.4,485709439.2,728079881.9,364384388.5,354983000.3,13137765262,530757791.9,347252857.9,838592372.8,458705700.1,300285331.3,516506834.7,377795320,294606927.1,9638018253,670898215.1,359654345.7,391454968.8,407342952.4,384975743.9,3886472364,434540458.1,429536990,728819939.2,514935136.5
DSG1,131222126.9,73532308.14,89339996.5,48802518.72,61901857.05,714724690.8,444614475.6,34030079.88,81398790.83,61237276.31,659372490.4,371956052.1,512272774.8,475867490.5,74399472.68,55184997.05,74385110.05,130512556.8,83037338.2,117917292.3,79778355.83,80971847.15,233465470.9,107438336.1,118991723.1,522481532.3,661888552.1,288657391.2,177937554.1,199965819.4,127310342.8,118831911.4,146989454.1,214485818.6,134643441.3,211331970.9,119616731.4,163172284.2,158239227,196487465.6,172269393.5,122061037.7,154855973,103428070.4,220110589,511874202,178595994.3,259873500.2,548838197.8,229724521.6,333246639.5,344684468.3
C7,1763556239,1371065170,1059991810,990070311.3,1189993045,1873584637,1207443478,868606726.9,861400673.3,901023326.8,1558587999,176967515.5,1199384164,262343413.2,136982991.9,259011829.7,902245418.8,2181641309,975708154.3,789416970.9,1151857942,1026272333,281562420,306893818.8,293398807.8,280652785.5,240324820.2,482610800.7,314041888.9,403390425.7,340937548.9,179353193.6,275755147,210126940.8,161419267.8,207267353.9,224509992.1,200185035.4,294424028.8,246528695.1,203985436.6,344015352.4,298477020.7,287028517.3,354090328,333158345.8,313229761.3,347029442.2,299102050,311968638,564538963.2,345732525.8
IGHG3,1324238274,1337792433,1454716825,1358573898,1317823788,1239542707,1402834211,1440249649,1534853882,1916835662,718063363.4,1420666168,2379857039,2015553631,1898936752,593878351.1,1217872337,980891852.1,1332883986,1244279727,1160552155,1038810880,897860898.5,1468907741,957177979.3,1284397798,1619814267,700252833.3,614449020.8,747897465.7,339797332.1,242720929.7,366567895.2,541580120,274578890.6,404527246.7,346066765.3,223470657.1,406153639.5,437461404.1,219509829.4,442406971.8,334186111.9,385852880.6,227963241.2,490471748.8,245673773.1,673453108.1,696138440.8,417360886.5,880408057.7,412375638.9
ITGA6,490333116.9,148272954.6,120844338.2,134196049.9,116652681.8,191332364.6,104809104.7,124259410.6,131767022.1,127045242.7,224138742.2,114973783.2,142719723.8,216949556.8,150322895,88218200.14,153887687.5,399021837.9,307979467.7,149142013.9,216018933.2,134459136.2,303822529.4,177402420.5,264016545.2,248430201.6,270553497.6,859300430.6,445282939.2,424729049,382376190,355849658,463301979.2,453683558.7,374751557.9,573553573.5,377832421.3,515902746.6,252114800.2,679032976.9,381809657.4,428275661.3,466820346.4,277834332.6,819186819.2,524226032.5,336632223.1,367911704.5,551972192.9,610012042.3,1034387520,290614980.7
GC,1357085140,986129332,690276445,560976629.6,683110540.4,2340057669,720109568.9,679719465.2,693427232.6,618256065.7,2159882386,1096743514,760380695.8,1256052315,848500421.8,1027484478,991928119.4,1980206532,1917813793,697182361,892055410.9,717273590.5,1082744164,901922675.3,1499036569,1363975570,1172047394,3604221157,1257973606,1154855113,713711615.5,563016844.6,1708059464,955357239.8,1225279374,2054410049,1652967308,1315659371,1988031184,4217609666,979156805.7,1429192976,1054048584,1593212888,1619935667,3168539204,2883239474,2255864814,2334316531,2067121808,1227011706,1299061894
KRT5,1851431365,1245486105,1588650511,767291371.8,1547111075,1506182028,1274319576,1128871775,796522189.8,953676362.8,2791655608,1956322688,1724723835,2602166612,1076032885,576217098.5,1054516164,1668969820,1222292039,718234342.3,832103535.6,1293212559,2122387910,1832518456,1450523143,1561227521,1754264461,1142051512,559158543.1,826764086.8,495466755.4,523362387,680180963.3,748757198,484832097.9,924580873.2,584971511.5,692124506,1202101100,997586778,721750462.5,584436637.1,598567171.3,590680583.2,1048787877,2256982304,1344334659,1187234117,1601724754,856075654.8,1808555681,1575146643
C1S,386660163.2,215685467.5,1427102427,202107558.5,257560529.6,288141360.7,221884791.4,198462456.9,411481363,281495855.8,448972326.3,315059616.4,282067321.3,530860064.2,224548120,281076723.5,535012854.4,321160702,295573807,616878461.9,205760875.6,218145458.3,472736340.1,738727669,787292246.1,479317099.7,646620853,1591781691,2139633975,584849186.4,3070596866,3378483157,1727252795,2800094334,2486801921,2469303481,2365706473,2849596418,2059083950,2369392484,2811991395,1659599450,2034091058,2025369610,2096680787,1758683849,2157440040,1659281046,2213944992,1672158289,1565894974,1677476187
IGKC,5293381704,3691508504,6232246697,3227403391,5321922526,4107346866,2084730580,3843810206,6060570544,2790540811,9165328597,4103634553,4804193005,3900706649,4701664920,5146683595,4671864056,6959471971,5286184015,2353215852,3775207185,5066918671,8185857837,8529977254,13611865584,12582672866,7728188883,4355254035,8800679453,6505773495,3719876532,4995942174,5907303646,4328440710,4543828435,6179281451,4238758156,2745108989,4244344898,6663251052,2731126517,5936836107,5222469892,2838635560,5140364300,6093129250,5199261884,8335440904,8161010004,8749112266,6784013626,7273291199
MMRN1,197297891.3,194734861,216528966.6,85727309.81,162078523.4,129503332.3,84928509.55,131298184.8,152166238,120838378.7,288022874,180668307.1,211085485.2,351514295.9,187488907.2,78571117.65,161383242.6,82052178.84,88452899.2,107560338.8,87909018.65,76612876.46,92900430.33,59430844.49,110033501.3,103673670,299454280.2,443927964.2,383819715.4,398198789.5,317097990.8,433230331.8,543986988.8,453059320.5,438191563.4,434483934.3,302841940.8,412476008.8,332211513.5,470346532.5,135911422.6,320316786.8,339733732.3,290738743.2,389473188.6,348418001.8,490336122.1,332484042.5,838519885.2,638082099,292614732.4,352020388.4
PZP,182606339.5,354242308.5,313169230.6,265176552.2,254195836,262994346.7,282243919.2,282559865.7,305446864.2,328667575.7,265411298.3,268123434.1,234428846.9,343347414.4,299760033.5,176684508.6,192769470.1,247147736.6,170164870.4,193230824.4,315591591,253507216.4,376955250.6,205394584.1,136535055.4,271637668.8,192737993.1,238257610.6,286904305.2,286101341.4,303463845.1,205338047.4,330985687.8,1492132478,157883041.1,209997170.4,185228889.6,188903708.6,172032734.8,193828472.4,326532399,322844082.9,239032175.7,339565223.3,300746079.2,149733711.2,170287669,159722229.5,152863963.4,279076291.5,236341217.7,268518249
TUBB1,298522919.2,279439965.8,177020908.5,182604169,152312616.9,452714141.9,149758287.4,136255116.1,215492999.8,152827705.1,471365508.7,500499046.2,296343557.1,763616040.9,356387382.2,297639939.8,233461022.3,1283258867,777082871.2,172046367.7,404791390,224049611.1,629465252.4,392538475.3,484048469.7,619605216.5,647647551.4,942056379.1,422047127.9,377433647.3,408045746.1,458420606,463597684.6,548076128.3,489326356.5,753899638,824946472.5,620861363,496462879.6,1016247858,710940290.5,307323193.9,448423083,322670030,707053361.3,822600084.2,556775118.5,743309151.5,643586775.9,708213039.5,492655933.6,511993934.2
FLG,38070067.28,37335683.6,42733262.59,46997622.67,38991320.01,73599149.2,45703477.18,87166504.91,67689050.33,30911675.14,133858272.8,65482278.43,106313437.4,107360313.7,55089681.59,280346755.9,21301029.78,25029985.33,21001987.41,29225241.95,23256450.65,22031234.05,67996922.35,45484826,19410549.01,19696733.36,19948229.08,99744616.41,40188316.68,48511163.31,25356674.87,233113278,38343326.16,321133153,26221555.75,50815897.8,17540407.84,259787578.9,64621358.27,47215585.62,29933038.89,58036401.23,75214494.81,44977539.57,74970663.21,129426412.3,108223535,104999084.3,165259711.7,117649035.8,351459452.4,111194754.6
FGA,709100857.7,273013744.3,460537842.4,294684399,377060305.1,282443477.8,336590074.5,407054678.4,366914158.6,470714085.7,631881938.7,365820322.3,385769422.2,751953006.7,291402499.5,273133675.9,262112781.7,270334132.2,269998211.3,234898334.1,231196850.1,368189583,423544697,311659544.2,480849193.7,307556990.3,352801286.7,628213535.4,483138355.4,612741751.3,494931377.2,393191654.7,567106844.5,574264178.2,398560443.1,497149181,483868044.3,630205990.3,805887711.3,886013319.3,696127274.4,506938349.6,495973623.7,353048254.1,389621853.4,567578639.7,400812138.4,579951858.9,1093077070,692101433,744168602.7,572953484.1
LTF,57237277.14,14523536.32,14400755.9,17432474.74,12027135.36,52549769.66,34938004.18,10583221.87,14456218.72,24109242.86,81091236.79,31579233.28,161019161.1,116443202,29408697.15,48831712.61,23074222.69,44444463.09,57671867.35,4059835.847,24238190.91,17895769.84,104770976.5,40066914.02,73660511.79,93699143.25,71852195.91,637413621.3,447262514.2,155629528,84804456.14,60358074.08,418382181.2,89700972.15,109019155.5,111824197.8,108604658.3,77096554.19,225552588.7,312717167.7,71987337.27,385818481.6,143101083.3,135756437.3,215649335.9,129890070.7,189813938.7,276096618.1,492534448.1,227087445.9,856493422,531584078.2
SERPINC1,893518189.9,751725814.1,519800544,663459058.5,901383842.5,616875503.7,694535558.2,969950461.1,559299715.7,593656401.1,477624108.2,647270061,700093040.4,389574366.6,651536476.4,393885393.4,379262215.3,309168686.3,328197014.1,378366572.5,382922407.8,327446766.1,159393694.5,170947147.6,167523188.4,168450388.9,236033317.6,575345926.4,1010958921,704818263.3,1057946516,627922249,576000745.6,1080978046,921124085.8,699195302.2,959798985.2,988216965.8,2300027649,690511439.9,761747383.4,703275003.4,914761484.5,6108465072,690843493.2,736676564.5,1128228569,921849879.3,983707616.7,658388619,609702259.1,3362710278
HPX,3043607299,1029230040,1205157775,1097475862,1119057442,1931044221,1359681802,935470376.7,958520984.3,1069682983,2300012446,1943149904,1233046861,1566516623,1257440267,1196849755,877793088,1214320507,1051257692,1109362239,895083868.2,1195467897,1239236529,1115957349,1080644851,1275742488,1497288850,1549017149,1364699236,1895385155,889060783,738560553,1285606434,994648833.2,675716359.7,1343526936,1086245950,898092594.9,1880229526,1155629291,888620684,1720127276,1155483610,1909785272,1140866800,2373551712,1170990218,1845128524,2107568729,2101401671,1970223103,1819334583
C6,394660679.1,407256130.4,495829690.4,368911564.4,475706347.7,390897690,346570946.8,358147648.9,337893317.1,358445534.9,569643383.4,386573257.7,789922342.7,550290785,479720667,300288493.6,359096502.1,571913705.2,378476563.4,362244484.5,385898706.6,331402914.8,474517542.4,437087173.9,546057547.7,783123664.4,543768364.4,459589565.5,406112990.7,373001570.8,410062846.3,328232071.7,257880583.7,310524740.7,354531646.2,345586153,279630921.4,249231176.8,456581525.9,270526960,273433739.8,306615876.1,263048977.8,832656876.9,272665764.1,321845446.1,443694142.2,356931134,728446497.3,375251704.6,275486461.4,887915342
JUP,206860920.7,118696970.2,96657643.98,66986243.43,98213954.29,175074473.8,147032833.9,81562612.1,83146602.76,68973228.88,207457811.8,199619574.2,155442103.7,103184920.1,53916228.73,62069691.73,56881751.24,127709437.2,84548433.74,64904861.49,110180942.1,164599136.7,254304963.2,272726976.5,129141110.5,111888005.4,130219066.9,153163888.1,77304173.84,119169155.2,43383131.83,41714839.91,49902213.48,98624453.02,42347187.06,125659375.2,77103628.42,57861665.89,121166541.1,81815504.42,36312559.69,147776923.3,144633899.3,74587568.04,94005132.24,277559120.1,113842829.8,126317299.5,148406514.8,119157643.8,234344234.1,123414966.5
FLG2,28934100.22,17395248.51,21656354.57,19993129.5,22779161.66,46038215,41901729.96,14932667.42,75213604.1,19859795.29,79438418.92,26866295.69,58861141.74,57486794.18,18750706.6,25333143.46,14655916.92,38498097.48,20955490.7,9534402.67,18248609.08,12654762.87,72286163.32,61076433.86,17771128.28,16094220.6,26642621.92,30199499.19,12094642.93,14986774.47,17391201.74,21749039,9987018.879,31526564.11,18031289.01,32446844.75,18610597.1,28138479.76,35562736.18,39069377.26,7541340.635,7789797.093,17266178.7,18298439.38,57925956.65,94553738.24,41335653.57,21304027.11,77430298.06,25372900.82,109048438.6,62172485.57
HRNR,60429959.35,19525713.46,15418081.99,10373703.38,20917955.59,46901617.74,25393750.88,7771377.451,30426361.2,21929854.27,61704438.44,52961701.52,65249907.74,54909703.05,10205586.17,23116593.74,14877915.85,43043505.9,30453467.87,6795440.469,11493132.48,26813401.84,53270388.75,31941775.37,28560170.93,34644095.3,35405704.72,63340219.3,11700690.2,33804008.72,13133182.92,13063090.39,23358854.9,48483076.45,11621833.89,46703115.91,10091000.8,35102623.41,55342270.82,70941703.3,11932162.43,16578537.2,16134996.43,33468018.3,45004863.16,309288801.9,114224559.8,78723400.78,122478713.7,30185203.27,128773489.5,194892341.2
