Gene.Name,Group4,Group1,Group4.1,Group4.2,Group1.1,Group4.3,Group4.4,Group1.2,Group4.5,Group1.3,Group1.4,Group1.5,Group4.6,Group4.7,Group4.8,Group1.6,Group1.8,Group1.9,Group1.10,Group4.9,Group1.11,Group4.10,Group1.12,Group4.11,Group1.13,Group1.14,Group1.15,Group1.16,Group1.17,Group1.18,Group4.12,Group1.19,Group4.13,Group1.20,Group4.14,Group1.21,Group4.15,Group4.16,Group4.17,Group4.18,Group1.22,Group1.23,Group1.24,Group1.25,Group1.26,Group1.27,Group4.19,Group1.28,Group1.29,Group4.20,Group1.30,Group4.21
TGM1,21010831.93,30776244.01,26704506.04,43328991.42,32344024.15,24058651.12,30596129.77,27354905.83,33074607.61,39254581.26,34813999.48,30168373.91,22786593.07,26383662.03,41793054.09,37820678.74,24636958.51,23750710.29,26179785.19,13908728.96,18154558.26,11262205.29,30574390.69,30201539.74,6809485.711,14846244.25,13632882.26,69661459.47,42449732.41,48986411.21,30401914.35,46340051.75,33738937.9,37159715.01,40283961.69,24460017.95,17535214.39,49482522.7,19221624.02,63192188.73,36124701.48,31270593.38,46170810.42,8180729.586,40351423.75,46443933.74,25633114.97,38991109.42,31280456.87,39174220.99,51741639.56,25819948.4
THBS4,12010067.3,17639403.89,14894981.42,18509521.08,18573350.42,15086201.26,25323479.23,22083539.55,28654269.62,28997866.73,22420612.03,22467186.01,19209564.18,20596697.23,31044571.4,26326457.06,17203531.29,19726201.48,15359222.63,20852092.75,24173424.53,32497855.69,36773702.13,51145207.21,13912443.02,50125528.43,24580109.37,9659506.993,19866320.95,4273662.841,27354512.03,25994438.14,15400867.41,18560532.45,23641515.97,22950637.84,23854153.35,25615255.83,19445781.79,20395686.31,7687463.843,15331016.65,24754136.42,22287397.33,19350168.29,10125037.06,22236003.12,18443821.58,8221628.974,14767012.29,14538717.18,12850194.31
IGLV1.47,112059474.2,80689603.09,100194895.4,79925497.93,96116027.52,77681574.72,62796226.99,81162857.76,79716314.16,104839347.3,112133198.3,82708543.29,96369195.7,117561573.3,86704120.35,73254914.65,78939874.7,104795872.8,98787950.61,131862880.2,77215706.61,147110906.1,94904371.74,80068103.71,90175741.99,196547748.7,363736648.9,110832411.9,254216607.6,135239243.9,71649016.25,55948378.18,131916729.4,79458180.98,81428178.52,121512997.4,73241914.97,57223993.24,116733448.9,89970059.11,39327690.86,110910732.7,78205378.83,93145155.7,72368181.08,116722127.4,129358086.6,139670785.9,350216275,199509390.2,143265848,243377772.7
C1QA,649450656.9,613627742.4,1235928222,651875772.1,613235020.8,524120500.4,693135174.7,601826146.7,1017024023,690038715,630121985.6,593277255.8,630516633.3,838581860.2,165616228.1,250518590.2,528162192.1,933185583.1,580248371.3,638607917.6,798945531.2,623321603.9,1190047050,1191349653,1302782797,954305337.2,1170255470,519524285.2,183419605.7,297948198.4,160399616.9,87980475.5,214745083.5,221877561,147874016.4,244727166.8,94205794.89,117782591.8,222772124.1,293405072.1,59302371.35,125155448,221829889.3,123743616.5,193503751.3,862039116,130624846.6,183359877.3,933484446.5,404925114.6,497853385.5,487792583.8
VASP,20497061.15,10194400.38,12156363.53,8041707.889,12744780.75,17544823.14,7169326.276,6724424.935,9234264.004,4727924.017,36258483.85,8471928.29,14842166.5,19488077.23,13417680.35,14960807.7,19991189.46,46995215.34,25237388.82,20617799.95,9751067.045,12053547.22,41020090.28,35088430,45311749.05,38854616.48,34129845.53,24334936.64,3584117.043,128981.9567,555558.2204,2639501.574,89636638.41,740707.7753,4048679.323,1534265.595,276474.8532,6848477.926,5616735.461,13196434.53,3998825.562,68911093.54,1299213.583,5794632.07,5068571.072,9554498.755,3510958.707,28170685.43,3754929.884,4440404.87,8553864.898,4429638.436
CORO1A,37706653.48,32525281.49,37713039.85,22235161.75,30213121.53,46284900.9,15060095.93,21445068.84,31848797.52,31997746.77,48263972.57,32184280.97,17222637.66,51983208.89,53553237.08,34874703.35,29827330.94,78529435.93,59075989.01,27076150.45,23368028.7,16468792.55,97142145.75,45055651.73,63178689.15,62063720.64,47006733.53,110019093.3,10170645.7,23682324.81,13474204.92,13407550.95,22365827.78,22352442.71,16125589.95,19190324.49,20444364.31,17118017.28,32601428.03,61480934.91,14646686.25,20317506.81,15965648.05,38713423.85,64619260.3,51652445.21,34262181.5,58632213.17,57631211.76,45398678.96,51591428.97,65741791.52
PAICS,35487647.45,42049036.13,27320482.69,24708141.51,33033563.76,82388373.53,29567200.07,23634068.89,15329021.49,34648946.13,51014261.45,39756275.69,30147503.9,38148131.6,19565441.76,25905710.8,38914679.67,32930520.09,58302353.56,33345934.66,43271979.33,28023707.63,18028437.14,32551620.51,22394047.76,25498663.37,35278489.08,89602840.72,74243875.15,103720556.6,65180202.49,60849210.48,49938811.44,46655593.09,59419854.22,53901699.67,47371026.3,34638956.31,47587669.19,47836933.32,65281969.59,53332540.1,94020844.64,83568253.94,22340693.45,72663045.79,61666826.46,81597698.07,143839029,82920968.55,68167329.4,99041376.58
CTSA,55851773.14,48380546.42,41056893.72,33942967.51,42768987.64,47157333.92,51914241.22,46984969.93,51274736.72,43758505.61,53509494.68,43162944.9,50779290.9,43107462.93,29296674.68,22440333.93,36540683.75,39333673.07,48222589.96,38808626.53,41569178.83,33827076.17,13892393.77,12152926.29,30720601.97,31836598.56,33907395.3,44636825.55,35807339.52,57075284.31,42360636.69,46002481.38,45803908.18,48342457.11,52237545.85,40605171.13,47866620.5,43813331.71,48293750.44,44484216.6,76222223.45,43613779.93,60827703.33,37949485.17,49373777.41,56372002.77,44670594.71,37773069.62,54053919.68,59065680.08,48089190.52,55875943.06
ACLY,13348861.37,5358429.071,7718895.707,7849361.22,5136226.684,4470244.998,6568578.628,11148681.33,11119458.78,5003998.389,6306682.974,8663763.673,6765782.126,7153015.005,5953642.697,5120499.83,22203791.07,22647422.69,14928470.79,6019821.328,18813088.52,8789869.04,33399415.58,13794671.44,17746356.98,10583335.86,17900063.35,10638282.46,713866.3604,2081024.128,4492917.205,9425118.211,5218047.568,3451600.996,5604516.408,14337915.28,6604883.07,1902507.757,2977620.63,19464504.98,5632505.003,984460.5701,12607106.12,4882653.08,1547813.615,8087753.53,5427829.217,2397904.87,12433989.71,6185945.678,13493586.07,30911377.01
YWHAG,92028176.42,38773192.59,40046399.86,27974410.14,25534276.79,71719662.99,22316933.47,26368361.99,25530700.01,52092354.86,87996854.29,39866196.58,42712199.96,95112709.19,29471649.86,40021435.19,41740996.3,120292091.2,68234940.23,25607762.38,46464861.84,23148102.77,81573276.73,25150547.16,78409559.2,76711330.94,78976612.86,299893610.2,204512703.3,204004950.4,255735967,297786075.8,135045208.2,246642092.9,274657766.4,297367040.9,296057262.5,311613712,266263179.3,287042975.9,193610118.1,128959983.6,204612857.6,214695459.7,76227767.26,244284602.6,247207560.1,1009062083,242317785.2,194448947.6,124506601.2,222454309.8
SPTBN1,67929206.05,39633705.98,60707047.1,96692223.18,56034705.17,78497175.21,46526854.95,40704377.44,53326990.39,55392417.83,75268223.46,56957620.34,70834061.65,44694248.78,26242862.3,41167263.41,66355642.19,71419134.89,62301273.15,63121990.53,49497940.63,47330749.02,90172445.65,55364191.44,94551809.07,130178484.4,76588978.73,197698132.6,143731120.3,160738785.8,98111115.71,104624417.5,87680244.38,167982157.1,143090046.8,171227950.4,138803399.7,134533132.1,146272050.3,111059857.1,82777571.8,112361444.4,120979312,94825255.48,83654011.39,160006105.3,182295506.2,156565615.5,180570586.6,174708707.3,74114926.9,148490480.1
FGFBP2,3669502.454,4665232.022,4162077.744,3676119.117,10504953.6,7688092.256,12120303.31,7178915.02,2426933.451,5673436.021,13276555.85,13852977.36,8853062.565,9124010.566,3798627.168,4986884.479,3475179.512,5793354.603,5910778.213,4040592.068,2476499.785,1627886.936,6050023.737,1850436.036,3018842.301,16522699.64,5846427.093,12601012,10447411.02,13829423.97,7421218.185,3956863.595,11707916.08,5114608.169,7130121.006,8686984.731,9678039.907,7112896.72,17454067.4,16307285.35,5736531.124,16971344.16,9862193.411,4379657.793,19035366.1,17670972.69,9822412.913,21485231.46,13693557.68,11377334.49,17045971,16775971.06
RAC2,49093062.17,48422423.91,37037357.9,17108666.89,19812541.2,60032201.65,32472864,27984784.16,29906852.58,29741801.27,92376013.55,44118073.03,31497673.74,82296725.62,40020049.32,115564942.2,42797760.44,187731903.2,75139699.25,35468987.28,49169829.92,38605463.48,141894849.2,133800967.9,127456195.5,171813606.5,109756555,223976684.4,87100131.34,101556243,59884777.27,51929721.51,103472978.7,117969644.3,72659473.74,103237599.3,75208814.8,70197455.88,119334167.4,201073523.1,177629782,109516057.6,128128487,101483215.6,131212345.8,208606646.6,126612718.6,144278099.8,230504268.9,166131239.9,89031884.43,238184747.2
EFEMP1,12027423.53,998053.0108,10408206.21,4230473.393,5400383.306,5016489.997,4719588.882,3577438.782,3619647.148,8610627.969,10487384.87,11108728.59,13785987.15,10890075.2,11870405.41,10286935.6,5876662.924,11502890.92,2868698.072,18307933.36,3341045.377,6873825.892,34223592.79,19996087.26,17167055.07,15847094.74,18620460.21,14089513.18,27965800.56,14671375.18,1807343.757,3265640.203,8947955.558,4525311.898,5136279.188,7490694.125,5145878.078,4341572.018,11998409.06,15933671.77,5536338.818,6791607.251,12469412.23,3171074.898,7821598.646,17687701.41,14733471.22,13544306.53,19303627.25,27951346.85,23037066.49,40534548.22
APP,9695212.708,11968286.16,7758682.147,1130620.663,7950233.669,15950377.51,7005498.956,6269865.507,6561001.509,5804653.727,7930198.371,5747790.254,9816038.431,7889795.692,7025715.205,4712498.46,11788804.2,27943660.61,22075996.09,11359917.3,14119993.54,7691120.624,20058324.89,8392634.726,16049401.82,10834714.01,15826423.55,8336886.675,6932357.076,9586526.149,709972.8912,739889.4941,10652802.36,1250878.933,5048815.156,6916657.841,2489445.324,0,12217915.77,4824306.043,5227456.213,6863402.517,10551447.57,5308362.662,6010121.215,23756332.27,13659530.58,12737189.72,13564752.28,7270609.518,22967095.38,9022693.474
PRB4,233494.3452,3918244.588,7291262.765,5576955.503,5039995.142,5115327.902,4162547.487,4238892.791,5751036.07,4289922.103,14815118.25,6132659.399,13557524.61,13582746.44,6203962.134,3241579.165,3344096.193,1404267.329,4751710.828,3168520.609,2272414.408,928109.0544,0,375125.4381,131102.325,0,2367920.487,1701631.615,1073330.989,776623.1543,194677.0257,5014117.185,1648098.824,5621514.253,7292868.267,2738111.646,4166045.146,5987674.772,2798742.651,2522746.69,1942369.833,234249.1129,1740349.017,0,372602.7627,1333883.747,3149979.401,1675831.321,1684073.904,2105942.784,2362797.314,706012.8846
APOC4,183775023.8,236492424.6,148776609,128494890.8,113201486.4,223437311,235518920.5,96977175.46,91130944.35,200144681.3,259799979.9,490524562.2,202037519.8,320563889.9,141631645.7,102928274.6,67628661.23,88961514.5,105252075,148672932.7,70115373.01,80296959.1,27119538.32,40778023.73,91472505.73,73866320.8,71664941.58,87263753.95,117138866,128093072.3,141331677.1,85234633.4,99027284.34,110108042.4,127147641.2,110945298.3,179407505.3,282707706.2,738257700.9,141651713.1,157117612.4,80924067.86,65536739.02,143548710.9,72447001.18,383453159.1,85203660.67,137370581.2,65042842.68,276501936.1,60991379.11,161676621.5
OIT3,26119431.98,9543773.748,12157719.03,10787858.73,14048302.97,24144146.69,12784561.94,6151502.803,11004159.65,10249784.21,5940493.076,14584382.72,18402984.13,11463800.74,10753957.52,14149850.48,11071671.01,11037054.21,9549244.588,11930925.25,4735371.667,8972000.449,9630301.38,23559392.27,9069956.073,8030551.025,11991251.86,7943884.843,7955378.169,5679580.979,5497201.59,6425445.291,7597116.569,8452522.724,4865919.68,12046074.06,5944006.491,8425830.641,9471588.72,5874342.96,1004687.822,8283598.923,5784681.832,5015659.775,3681157.765,4805139.284,11967869.57,3147907.562,11171437.11,4991733.135,20467839.44,1330460.625
LTBP1,142388675.8,14716022.18,6935292.369,11435566.77,19152561.75,16536276.76,12407526.02,10817262.8,11845648.83,10470502.66,32347852.33,3984618.717,22132831.5,8066029.862,19874257.37,2517555.1,2977379.784,12912748.11,5665124.098,1231281.499,5046546.984,5222034.574,10157913.35,6382138.146,11663061.99,17398595.51,10643813.13,78925847.16,61286373.33,56924493.71,21873983.25,26256626.53,47838768.72,69924741.6,32946154.6,51274533.05,108510023.1,21189212.99,39424732.34,40794802.02,32230070.77,74562418.31,35095190.01,42371325.5,24963160.01,43056233.54,69752425.34,50758680.59,82273697.55,109477545,53338028.41,44085813.87
PTPN6,1724178.2,12716481.97,8887423.044,5796694.27,2218879.189,8831160.002,1774460.945,4405529.948,6480874.42,3700220.318,10441279.2,7961177.103,213961891.1,6795484.365,1195095.563,3190178.716,3163647.434,20442088.18,11028683.67,3793686.141,3650666.808,1468557.693,7667494.698,1988082.982,5532567.517,21508251.33,9342245.144,44969181.03,32306415.11,16744572.09,14504178.83,2457989.532,15584363.74,14934317.64,27053247.82,16958522.22,5012251.404,5823302.531,9430017.092,43504832.28,14368901,23734075.35,17715001.11,4408189.132,21911027.87,16888421.39,21106741.88,22969552.14,18541463.63,50869042.8,29887846.94,21211906.74
GP5,553065563.5,641300668.4,4847837.191,4889850.682,5250027.744,8385997.19,3825100.501,4172125.198,33891073.2,2792738.393,17241901.65,15910709.3,2101220.828,6550812.065,8014647.398,5021782.741,5257205.414,13817458,3379724.154,683326683.8,26452795.94,7643704.632,8841415.483,4633746.363,2905399.392,11230943.81,23344213.1,15934513.71,7837497.608,2212398.956,3814373.444,2228300.759,1633803.976,4403732.483,5914069.021,10773045.67,6170805.928,987396.517,4177443.418,6406342.804,0,625035.4617,3259245.216,726786.4783,1826301.373,10036805.42,4954792.532,11198916.13,5843926.442,1525393.923,11577168.39,9398529.752
GNPTG,19017707.85,10805625.61,9187907.639,5519767.756,5195040.404,8086113.398,5200387.799,6962600.479,10176702.02,5311306.241,2745165.449,9020181.393,12026068.68,5906624.2,8788125.921,15611763.77,4552552.445,1163069.615,3394520.98,3561025.982,4662097.961,2130533.673,2206532.173,765524.9201,2840538.728,5038210.28,9822821.713,16451148.86,37468024.99,3383827.462,5311352.659,5432046.854,8737089.993,5911593.519,19575579.34,5818161.991,7007770.764,11442262.08,14908682.41,8318159.069,3870869.484,7061207.493,5094484.053,22555095.53,24869308.35,8072460.473,21612973.39,4330688.119,12480125.77,9409637.87,10500367.29,11568536.4
PPBP,63466444.33,43571028.58,55993728.84,39448404.5,72828443.9,107300675.5,50836465.3,57011663.64,53911281.26,66578745.35,121110137.5,88744062.1,77271561.62,94944086.22,62548928.56,72098179.43,52960581.25,111520384.6,84906774.3,38723826.96,49245726.61,58948027.01,122181096.9,58760187.33,81246171.46,92860029.64,76919728.2,251346791.3,187737324.9,211603472.4,123864860.8,174283916.2,398111734.3,190745815.2,171663157.5,171377918.7,159144739,229812656.2,213581731.1,321854813.6,152417061.2,376429296.8,243615307.3,163641151.1,110660939.5,392303002.4,265530045.8,650799575,303332608.7,356086611.7,112684784.8,299921265.2
EMILIN1,3922602.661,30532045.12,21316439.55,36114712.36,38019041.45,9787549.735,33114284.6,29244478.56,49576932.13,37694979.85,9004015.82,18551533.9,2738895.753,0,47347734.28,31149422.46,20128650.93,11618695.34,24424533.65,3414066,12205387.06,17456705.08,2791228.431,23650936.27,45248437.63,3213142.197,4631641.684,22733129.82,27370015.02,32840651.39,28369421.47,46971976.8,22151910.22,45517986.14,33683705.37,13030117.52,0,41754360.07,1775251.027,25537637.52,36743711.2,23308696.62,34229852.24,0,19990978.57,0,994422.0215,1655435.68,1448582.699,16185016.47,3356776.542,0
IGKV2D.24,85425041.09,58975849.83,118741317.8,60655840.17,61168346.36,31097779.02,31251553.42,57984149.37,122250955.8,42224164.84,50311429.24,67280987.51,181932804.1,48449172.4,113290016.6,86900606.34,87881875.84,180170226.9,99060478.55,132339038.5,65092277.19,81698005.63,161583507.5,221539388.1,184374943.6,548250095,154051687.9,99609269.99,244196813.8,89801593.32,54956865.96,39374161.6,52962757.86,78143559.2,126034207.9,46977957.16,47347942.37,23834023.78,67272884.3,137381919.1,47498638.01,31560011.49,47661955.09,45632684.53,117899384.9,193122058.3,87342418.73,252735434.2,321101707.5,156953483.2,252172837.5,254087025.2
RAP2B,14489942.59,21289200.22,25572231.65,20965160.12,17929009.89,24552316.89,19261320.38,15216434.44,31235382.38,25523512.14,20249061.11,33930568.35,23120101.6,55269525.35,37800606.68,26680545.36,35859770.56,81105143.52,48072276.81,39336016.17,57556488.84,36397663.28,93715226.29,64604096.19,68829070.76,70383183.41,61855295.32,77688675.02,7018550.418,6150235.359,6507831.709,13705721.58,6196571.118,8964698.287,11144619.4,14966115.67,15494635.21,12035926.72,27689146.25,52546007.94,7532660.051,16769122.17,4360451.831,6403910.248,17495245.7,25353621.38,11214721.15,19277207.6,16594161.95,21299934.66,22253398.6,12852543.75
DNM1L,21786962.1,14416764.71,23482747.71,15689800.6,18711537.57,14338037.41,16682269.11,19936366.97,13140308.58,18246660.56,14317283.87,16255557.79,19308204.09,30200733.63,14669726.94,26141828.64,35297167.39,15302927.29,16771099,14146854.24,16103665.65,16653012.17,11259703.91,7128824.64,5069222.923,22125015.58,12502150.09,66412648.98,41452086.11,66612614.57,37390039.44,38352588.48,45550952.47,43815356.98,60404430.43,53955883.87,38580733.08,26521251.46,32298809.71,65967214.88,30471039.05,68325069.38,67008816.64,43686632.93,24599050.44,41744493.32,75749190.92,60365202.51,50715464.06,39428080.95,40318128.56,28386177.22
ANXA6,105944890.2,33368733.41,26887878.17,28271388.23,22495066.85,87091045.59,35066136.57,20639439.13,27475071.44,23296146.59,76149706.42,48042209.15,74007718.04,62697007.93,42885354.45,24408747.68,37647078.77,40380767.84,32681368.18,31725652.37,40109868.16,52400727.89,56262070.31,23620761.58,45935590.31,105823442.4,66066732,196610925.7,59549736.14,21636056.4,49482152.39,62297574.71,80674612.09,32135773.21,30851991.52,60952267.99,39211271.03,26717753.26,773811971.8,225530452.5,27254868.05,56173660.06,35841788.2,60465626.06,29546418.05,133087196.1,59265229.47,100375037.1,108276009.9,114231977.5,176212068.1,122833102.7
LYN,37582526.1,30584233.3,51796699.69,41906915.63,43083101.47,27751550.37,36880872.3,45212688.06,526459996.8,31542044.32,41107770.15,25392757.18,34937594.17,46805432.04,29419406.94,30906402.26,28465769.01,76856927.01,83075904.01,30447688.76,40382008.43,52817798.78,42785931.5,34910431.57,31647523.26,69277949.66,65982414.66,74749116.06,39602587.58,20163352.32,35051425.83,42950118.44,19708151.47,42099995,86958044.45,47551729.14,47932655.51,42585379.98,27447126.48,47003612.03,36680903.11,28728818.93,49850902.16,27120264.51,21013460.03,52396475.97,49576865.09,32848143.49,40388786.19,18853166.72,40927407.23,28177068.21
LDHA,37687581.04,20903186.17,14811561.4,19192725.26,18196809.65,54530243.01,19177667.41,13553411.4,28381905.76,23276367.37,17591229.71,13961143.01,43722517.56,23840404.96,12449995.55,25292523.08,30078580.65,23089044.13,19726119.66,11409118.45,24351882.39,27446358.87,58071706.64,13398232.25,28583402.54,69654043.64,50291734.64,166582459.8,35557080.1,45862816.13,24266780.27,16602734.26,31485989.51,23369607.48,16920398.92,47916435.37,35195150.64,25949752.11,48002531.61,50399283.72,7531291.098,44148472,28304457.61,35507063.74,57246378.11,60204885.1,32996437.38,88473903.55,48018047.51,76820860.21,48578742.68,62149120.48
HLA.A.1,0,1380836.732,2815370.708,0,1751709.883,2495743.496,1534340.897,3582485.921,3647504.548,0,864435.3843,5972299.519,928966.1657,6737174.942,8081927.953,5453758.419,9018118.6,3350483.22,4470519.102,3780688.159,6960034.142,13076470.07,7387454.505,11084456.45,3969192.187,13095484.15,4148620.439,22700608.92,34401191.08,4280915.996,4443999.433,2398956.044,5932870.502,15407420.59,5258145.098,3256682.88,3411696.139,5192582.884,10307382.61,4530475.057,0,0,26016534.18,4065989.754,4777264.809,4637520.195,7834348.646,2227666.361,39035135.69,5953030.252,28925442.78,21836193.87
APOF,187077140.9,389577245.5,266171528.5,232727280.7,203856703.3,206773529.7,199053895.5,364821513.3,321801812,374301403.6,90851423.58,159312887.3,190008681.5,180145972.6,182970937.7,256748119.4,237982843.3,137793762.2,346816922.1,228948425.1,91863766.44,345071529.9,100683839,96131971.07,130683758.1,143557141.8,179619895.3,313924591.8,178335648.1,224142009.9,163780740.7,235890684.3,187027966.3,136228449.3,253053996.1,105889163.8,169453084.7,188194401.4,208155072.3,187708796.1,285807956.1,226435578,283851035.1,177060782.9,215165445.9,166656626.2,217063233.4,191371724.9,104215856.3,109283888.4,70237002.98,54206751.44
HSPA1B,0,0,0,0,0,0,0,0,0,0,1268068.354,0,2574330.218,3528701.693,0,2947569.557,0,9631103.654,2053298.215,0,0,0,22914230.18,1419841.517,6260666.52,4783302.661,3167986.399,6928934.674,0,0,0,0,0,0,0,773812.8334,0,0,3572353.979,6740989.042,0,0,364932.2248,0,3746735.917,4156111.935,572212.4669,1123028.074,4679968.83,3555322.216,3131791.617,5351267.064
GSTO1,10462740.24,17273804.36,23466979.39,20414207.34,17884541.61,24895849.45,16222700.32,10042617.23,13146437.95,15494660.08,31324386.55,14769218.58,15074670.58,23171802.4,14580211.3,13113977.37,18257626.01,37821938.41,13079431.69,16226429.83,19435168.09,17038746.89,37764573.01,35316646.52,23467850.73,29418322.89,29905155.24,143815884.6,111725185.5,52139613.68,25471267.01,22874799.7,42282248.15,28245474.68,32049738.13,43906885.15,40754649.57,32607886.32,64598571.98,79548534.36,34494488.43,35561020.59,48144311.85,22023192.48,102966148.8,81705791.96,44062602.43,99289818.8,45331303.12,65577941.11,29195572.88,52980351.47
DYSF,16367046.27,31152727.51,50784810.01,39551402.03,42748051.84,22451906.1,33380584.27,38395822.99,32148443.28,31689092.57,16862396.35,28278302.72,31477644.51,16734813.17,21574005.15,24327764.22,34759970.36,19173291.41,22565785.34,34518147.02,22365544.92,33996632.23,15497307.84,102704665.3,14224355.75,34980209.02,19108456.54,34915670.05,22741295.74,22246044.02,32050417.65,29208831.54,28540524.11,35320988.15,29974385.61,29706184.52,35323467.67,26053120.23,26139993.66,29001900.69,40500160.53,45348943.19,26191036.7,25367635.67,22417217.43,31304506.98,21061072.82,40938179.87,36461423.12,22100872.16,23681124.79,41764644.9
PSMA2,20843992.09,11227480.87,11672721.03,10920813.73,10936783.6,17196192.22,5628767.081,6530608.536,6182929.682,12052352.51,23718334.69,12172237.41,22983474.97,12390981.25,19621187.08,631731.0486,3521711.254,5758638.135,816658.0924,2419763.861,140718.1307,2383055.534,8264055.335,6510465.333,9037812.196,14435770.32,5013535.554,10874744.39,39174082.52,15320809.43,15854293.85,10436141.53,15527570.83,13950288.09,14758089.14,15967732.28,15832143.47,15285090.39,10701914.94,11646138.74,36881093.55,62191540.36,11929929.15,25555002.15,29817457.86,21731313.74,14714522.76,19477566.02,49361996.77,37512273.85,41449198.85,33126157.54
PGD,38539956.51,23945152.78,22065551.27,27816253.74,33025558.97,25702013.54,26205442.36,24990366.29,18408148.8,15655722.46,43135859.03,9370829.276,25202433.62,29671508.32,27219548.7,0,13684541.46,23137387.56,15205148.3,14002889.95,4146030.293,11041357.4,44851503.42,21468693.28,25197695.11,28610899.87,27076878.6,77766828.74,45549496.92,43460177.41,12168189.68,9861566.739,26284001.7,14205761.18,26679957.85,30595925.15,22080379.47,4870897.342,11261345.43,24876080.3,15476557.66,77749373.68,24816431.14,12876985.69,40731261.3,42392118.07,18348982.67,26425563.78,43067104.49,42888074.13,21844540.1,30286058.9
GPX1,8266383.923,3190972.722,3500108.17,3689110.438,6763179.462,6096719.103,5712060.287,3209561.238,9745206.682,8082401.639,10773564.97,8337648.798,14192949.83,12498220.17,2423836.31,2384448.639,6058627.737,15644459.02,15813607.11,5327564.471,9128435.917,4902198.792,24309857.83,23511366.49,55346885.91,25209884.27,24802390.57,48178719.46,75374525.15,44241355.39,48466012.15,73539842.65,33184714.68,55152917.68,52928745.49,49754776.83,50100313.43,74932900.62,17793818.27,56921885.94,75679159.16,25505409.7,49869054.71,27020088.28,62452675.92,22946621.2,47942776.07,37029344.14,24245829.66,54114692.42,55444894.14,20820416.02
ANXA4,20226259.93,20481441.21,21415669.94,23716458.37,33643764.05,6534328.05,18694673.29,40009958.1,28766260.57,22265869.55,9286712.718,28203958.43,16605319.56,11558790.99,21083451.69,5751987.823,16691122.98,6920415.738,16825822.18,17766043.02,17231607.47,13867913.74,7342713.534,8296769.919,5824991.272,9699254.503,10620401.63,66637149.74,23354206.49,25684191.31,14186709.79,23403365.24,14876744.66,19587151.39,23184513.35,26877988.03,27353982.16,31115784.25,29336809.61,28025350.58,28985465.78,20733577.64,39114581.91,14312109.69,17981429.23,21205168.99,26700105.27,13087948.49,23227111.02,22713429.24,12260985.26,13715149.97
PM20D1,10949521.71,25062900.32,29377374.11,10482065.68,20698225.28,25749234.02,15692446.21,9381542.778,9968022.457,8240955.36,53888441.49,9666989.453,25629346.53,33294512.84,7880584.361,1977516.85,8124342.988,9824132.018,2948415.435,4672035.493,6873786.571,7693762.017,7485643.328,7120014.885,4826528.109,11006157.21,2554917.007,12640462.82,16604444.7,14774727.24,8062044.223,6200176.946,12737074.5,16561262.78,15695596.99,25935198.53,19907344.52,11833845.66,14162667.96,15576816.9,2701759.37,13194320.05,19259013.46,7491976.577,22820132.68,45449224.71,19293018.28,32406411.57,46527811.02,15195825.61,22645646.54,15233984.2
GP1BB,142993794,158192807.1,426639632,117022977.6,148311308.2,236101939.4,75576200.39,146766780.5,155079552.5,113059526.7,368070347.1,136391199.3,121553848.7,271227510.2,142685488.3,99512932.9,249149375.7,488118721.3,332698867.9,107822769.6,220687926.9,210689352.3,585440610.9,330966819.6,441509292.5,714694257.2,605777391,330881831.5,254954580.5,230270566.6,88195493.94,72479510.95,248518284.2,139349206.2,222860490.4,263286802.9,147893751.2,102427476.5,281788774.6,331773292.8,90658783.04,204512373.7,156491645.9,258912482.7,243338890.7,546506745.9,403217881.9,440577925.2,969421029.3,361676501.9,228620833.7,462013185.4
IGKV1D.33,116993960.8,61918619.89,95194130.23,89436466.26,100533396.9,60507782.75,50631464.36,54914876.39,46473334.58,50660273.25,85687076.47,54103480.2,97399585.82,94024250.15,51102893.82,392083160.6,40221502.7,179345787.1,86939710.03,52956950.54,60895691.3,102162610.1,168204615.5,175189246.8,189624666.4,216261822.5,149413754.4,125033810.6,201059477,170362065.2,86557514.08,42437319.84,129343863.6,58577244.94,71965597.8,103049553.7,63357555.51,37727657.13,130292074.7,191748240.9,37527335.45,132989269.3,77793213.06,134344817.5,90730527.67,189128598.1,127776964.3,164750487.8,389904560.5,153226944.4,218566540.6,149882661.2
GDI2,25557660.03,23157304.61,15645938.86,38423629.22,31339963.51,33124643.12,40867791.19,27441306.54,25462023.24,75326263.21,46634380.92,21088850,41454350,49429510.15,22804809.24,26831433.36,30718917.52,54124632.74,23622312.79,39687235.68,11581274.4,21622183.9,81993219.7,53725415.21,43389713.77,54990917.53,39323739.85,416880137.3,799939557,694854707.3,1137988232,62834327.09,657813893.5,30201090.56,16619481.89,42382719.2,16924286.84,35906521.47,689666155.6,881239046.6,945921255,543266866.6,772750069.1,518100178.3,311690569.7,365308264.7,1004569758,645799215.9,414774835.6,340100460.6,509103605.8,375057415.4
